"tract","Name","Median_Hhold._Income_of_Residents_in_2012-16"
47035970800,"Rockwood, TN",37407
6029005201,"Wofford Heights, CA",37406
39023001500,"Arlington, Springfield, OH",37405
17121951800,"Sandoval, IL",37403
40061279100,"Keota, OK",37398
13089021303,"Atlanta, GA",37398
21111012601,"Shively, KY",37398
35017964200,"Silver City, NM",37396
11001009000,"Fort Lincoln, Washington, DC",37396
42111021600,"Meyersdale, PA",37396
42003492900,"Clairton, PA",37394
27067770900,"Willmar, MN",37392
12009062106,"Cocoa, FL",37391
47157021741,"Capleville, Memphis, TN",37391
48469000502,"Victoria, TX",37390
34017015900,"West New York, NJ",37388
40079040299,"Spiro, OK",37385
26035000200,"Harrison, MI",37385
23029956200,"Machias, ME",37385
6031001401,"Corcoran, CA",37385
26151970900,"Sandusky, MI",37381
44007000102,"Providence, RI",37378
48219950100,"Anton, TX",37378
6037104105,"Pacoima, Los Angeles, CA",37374
48201233703,"Northeast Houston, Houston, TX",37370
17149952700,"Pittsfield, IL",37366
6107003801,"Porterville, CA",37362
17031310800,"Heart of Chicago, Chicago, IL",37354
48141004310,"Scotsdale, El Paso, TX",37354
17021958500,"Taylorville, IL",37352
4013107601,"Camelback East Village, Phoenix, AZ",37350
45045001810,"Greenville, SC",37349
21177960400,"Greenville, KY",37348
24045000100,"Salisbury, MD",37347
12055961500,"Lake Placid, FL",37345
6019003201,"McLane, Fresno, CA",37342
20039951200,"Oberlin, KS",37342
22087030103,"Saint Bernard, LA",37342
13179010103,"Fort Stewart, GA",37342
36085013302,"Richmond County, NY",37342
36059414304,"Freeport, NY",37342
48215020204,"Mission, TX",37337
28059041300,"Moss Point, MS",37337
37067003905,"Winston-Salem, NC",37335
48201232701,"Northeast Houston, Houston, TX",37333
26121002601,"Norton Shores, MI",37332
12083001008,"Ocala, FL",37326
32031001400,"West University, Reno, NV",37325
4021000902,"Florence, AZ",37323
4003002001,"Sierra Vista, AZ",37322
17197882500,"Joliet, IL",37321
26099258600,"Eastpointe, MI",37319
48141004317,"Stonehaven, El Paso, TX",37319
12119910602,"Bushnell, FL",37317
48181001700,"Sherman, TX",37316
6037402303,"Westmont, Pomona, CA",37315
28045030400,"Bay Saint Louis, MS",37311
27109000600,"Rochester, MN",37310
48005001200,"Zavalla, TX",37307
39035119100,"University Circle, Cleveland, OH",37307
36089492100,"Canton, NY",37307
12057012212,"Limona Improvement, Brandon, FL",37304
6071006604,"Colton, CA",37304
26097950500,"Saint Ignace, MI",37301
48113008500,"Dallas, TX",37297
41047002101,"Faye Wright, Salem, OR",37297
4019005200,,37296
47119010600,"Columbia, TN",37289
12069030405,"Fruitland Park, FL",37287
35039000500,"Los Ojos, NM",37287
54109002800,"Ravencliff, WV",37283
26009960700,"Mancelona, MI",37280
4019004036,"Lakeside Park, Tucson, AZ",37280
40121486800,"Kiowa, OK",37280
17163501603,"Belleville, IL",37280
34017004200,"West Side, North Bergen, NJ",37280
37077970702,"Butner, NC",37280
12009062900,"Rockledge, FL",37276
12095014804,"Gotha, FL",37275
47163042600,"Bristol, TN",37274
17199021000,"Marion, IL",37273
37095920100,"Swan Quarter, NC",37271
18003003304,"Northcrest, Fort Wayne, IN",37271
38103959800,"Harvey, ND",37270
42105950200,"Shinglehouse, PA",37268
32003002821,"Henderson, NV",37267
32031003000,"Sparks, NV",37266
12083002602,"Ocala, FL",37264
6067003501,"Hollywood Park, Sacramento, CA",37263
30029001100,"Kalispell, MT",37259
4013106003,"Alhambra, Phoenix, AZ",37258
6067006400,"North Sacramento, Sacramento, CA",37254
17031835100,"Gage Park, Chicago, IL",37253
42069110900,"Carbondale, PA",37253
40029388100,"Coalgate, OK",37251
29095013309,"Grandview, MO",37245
6037212410,"Central LA, Los Angeles, CA",37242
37119000300,"Charlotte, NC",37238
42011001800,"Reading, PA",37230
29095012600,"Raytown, MO",37228
40143007306,"Tulsa, OK",37227
6037234501,"South Los Angeles, Los Angeles, CA",37225
45083023600,"Woodruff, SC",37219
4017960400,"Winslow, AZ",37215
21067004001,"Lexington, KY",37215
53037975402,"Ellensburg, WA",37214
55115100200,"Shawano, WI",37213
28153950100,"Waynesboro, MS",37210
36047021600,"Kings County, NY",37210
26163584300,"Taylor, MI",37210
40041376100,"Kansas, OK",37201
47133950500,"Cookeville, TN",37201
48373210301,"Onalaska, TX",37200
29015460100,"Cole Camp, MO",37199
45069960100,"Wallace, SC",37199
35055952300,"Taos County, NM",37198
35001003001,"Near North Valley, Albuquerque, NM",37196
28111950102,"New Augusta, MS",37187
20125951300,"Caney, KS",37187
12109021101,"Hastings, FL",37187
49035111701,"South Salt Lake, UT",37183
23017966500,"Norway, ME",37176
51067020700,"Ferrum, VA",37175
26033970200,"Sault Ste. Marie, MI",37174
48113018206,"Monica Park, Garland, TX",37173
37141920403,"Burgaw, NC",37173
42079212700,"Kingston, PA",37170
28145950200,"Myrtle, MS",37167
22083970600,"Mangham, LA",37167
36047043300,"Kings County, NY",37163
6073015901,"El Cajon, CA",37158
23027046002,"Unity, ME",37156
26065005100,"Lansing, MI",37156
21157950600,"Benton, KY",37146
4001945001,"Saint Michaels, AZ",37145
6037211420,"Central LA, Los Angeles, CA",37145
48201254300,"Baytown, TX",37144
12081001904,"Palmetto, FL",37143
47029920100,"Bybee, TN",37143
17031420200,"South Side, Chicago, IL",37141
40097040600,"Salina, OK",37133
55079011300,"East Town, Milwaukee, WI",37132
39095007400,"Reynolds Corners, Toledo, OH",37128
12099001004,"Palm Beach Gardens, FL",37127
40113940006,"Tulsa, OK",37121
16001010322,"Meridian, ID",37121
25025101002,"Southern Mattapan, Boston, MA",37120
42003561600,"Arlington, Pittsburgh, PA",37118
26049010502,"Flushing, MI",37115
37067002806,"Winston-Salem, NC",37115
36061022301,"Harlem, New York, NY",37115
21173920500,"Jeffersonville, KY",37110
48069950200,"Dimmitt, TX",37109
5085020700,"England, AR",37108
48037010700,"Texarkana, TX",37106
8001009319,"Federal Heights, CO",37106
8043978200,"Florence, CO",37104
42091202401,"Elkins Park, PA",37104
48113017202,"Balch Springs, TX",37101
28033070324,"Horn Lake, MS",37097
31109002200,"Everett, Lincoln, NE",37095
39053954000,"Gallipolis, OH",37095
29209090200,"Cape Fair, MO",37090
54039012200,"Cabin Creek, WV",37090
4013040502,"Casandro, Wickenburg, AZ",37087
12043000300,"Moore Haven, FL",37084
48029140400,"East Side, San Antonio, TX",37084
6037209200,"Central LA, Los Angeles, CA",37080
1109188700,"Troy, AL",37078
40135030202,"Vian, OK",37077
51700032117,"Saunders, Newport News, VA",37077
39025041306,"Cincinnati, OH",37074
6029006403,"Lamont, CA",37074
51087201101,"Richmond, VA",37071
6073010012,"San Ysidro, San Diego, CA",37070
20173006900,"Fabrique, Wichita, KS",37070
12101032700,"Dade City, FL",37066
39141956000,"Chillicothe, OH",37062
48029190700,"Uptown, San Antonio, TX",37057
21173920200,"Mount Sterling, KY",37055
6037204810,"Boyle Heights, Los Angeles, CA",37052
37171930302,"Mount Airy, NC",37051
39119911500,"Zanesville, OH",37048
17031010300,"Rogers Park, Chicago, IL",37048
42021010500,"Johnstown, PA",37047
6037535702,"South Gate, CA",37047
19153004602,"Des Moines, IA",37047
6037185320,"Northeast Los Angeles, Los Angeles, CA",37033
6037535001,"South Los Angeles, Los Angeles, CA",37033
17031825900,"Calumet City, IL",37033
6037310703,"Burbank, CA",37033
45083020603,"Park Hills, Spartanburg, SC",37033
5031000900,"Lake City, AR",37033
37119005403,"Nevin Community, Charlotte, NC",37033
42003101100,"Lawrenceville, Pittsburgh, PA",37033
4027011202,"Wellton, AZ",37033
30015010300,"Loma, MT",37033
28075000900,"Meridian, MS",37033
12095014607,"Southwest Orlando, Orlando, FL",37033
6037576502,"Eastside, Long Beach, CA",37033
16019970602,"Idaho Falls, ID",37019
51660000101,"Harrisonburg, VA",37018
41041950601,"Lincoln City, OR",37016
22077951900,"New Roads, LA",37016
37113970302,"Franklin, NC",37014
48215024205,"Penitas, TX",37014
26077002201,"Kalamazoo, MI",37009
45075010100,"Eutawville, SC",37007
48291700600,"Cleveland, TX",37006
37133002202,"Jacksonville, NC",37006
54107000902,"Parkersburg, WV",37005
4013040506,"Sun City West, AZ",37005
12083002701,"Dunnellon, FL",37003
20037957200,"Pittsburg, KS",37001
16011940000,"Pocatello, ID",36994
26163530500,"Russell Woods, Detroit, MI",36994
6037208402,"Central LA, Los Angeles, CA",36990
13167960300,"Wrightsville, GA",36987
49049001108,"Westmore, Orem, UT",36987
38071957600,"Devils Lake, ND",36983
55141011400,"Wisconsin Rapids, WI",36978
30013002100,"Great Falls, MT",36975
18163002400,"Diamond - Stringtown, Evansville, IN",36974
18141001400,"River Park, South Bend, IN",36974
47185935000,"Sparta, TN",36974
29189213700,"St. Louis, MO",36972
40133583400,"Seminole, OK",36969
48299970200,"Llano, TX",36967
36075021605,"Oswego, NY",36966
40101001500,"Warner, OK",36965
34013003800,"West Side, Newark, NJ",36965
12081001908,"Ellenton, FL",36964
21195930800,"Jenkins, KY",36963
12073001102,"Tallahassee, FL",36960
26141950300,"Rogers City, MI",36957
48213950700,"Kemp, TX",36956
48215023515,"Edinburg, TX",36956
8031008306,"Northeast, Denver, CO",36953
17195001300,"Sterling, IL",36948
46023940200,"Lake Andes, SD",36945
4019003901,"Sunnyside, Tucson, AZ",36945
34037371200,"Sussex, NJ",36938
6085503105,"Kennedy, San Jose, CA",36938
48061012101,"San Benito, TX",36936
39035188106,"Warrensville Heights, OH",36936
27005450600,"Detroit Lakes, MN",36935
18027954800,"Washington, IN",36933
28081950800,"Tupelo, MS",36933
8001009318,"Thornton, CO",36932
42095010900,"Bethlehem, PA",36932
48167723100,"Texas City, TX",36932
48225950100,"Grapeland, TX",36930
48141003701,"Hidden Valley, El Paso, TX",36926
12086000218,"North Miami, FL",36924
45083022900,"Inman, SC",36922
17197881301,"Joliet, IL",36920
21039960300,"Arlington, KY",36920
54021967700,"Glenville, WV",36920
47037015502,"Donelson, Nashville, TN",36918
45087030800,"Jonesville, SC",36917
13209950300,"Uvalda, GA",36917
4013112503,"Maryvale Village, Phoenix, AZ",36907
42003090300,"Bloomfield, Pittsburgh, PA",36906
6037117530,"North Hills, Los Angeles, CA",36905
32031000300,"Reno, NV",36904
39127966200,"New Lexington, OH",36904
12086000301,"Miami, FL",36902
37183051900,"East Raleigh, Raleigh, NC",36899
47087960100,"Gainesboro, TN",36896
6019008401,"Firebaugh, CA",36896
39035106900,"Old Brooklyn, Cleveland, OH",36892
34031181100,"Paterson, NJ",36892
17113000400,"Normal, IL",36891
51700030500,"Chestnut, Newport News, VA",36891
8041002101,"Southeast Colorado Springs, Colorado Springs, CO",36891
13135050729,"Snellville, GA",36890
17031843300,"Douglas Park, Chicago, IL",36888
39009973200,"Athens, OH",36887
36047043000,"Kings County, NY",36885
51187020500,"Front Royal, VA",36885
22051020502,"Kenner, LA",36883
48141004312,"Vista de Oro, El Paso, TX",36882
34013011600,"East Orange, NJ",36882
4013092705,"Glendale, AZ",36879
46099001108,"Sioux Falls, SD",36875
12057012701,"Plant City, FL",36875
40037021102,"Kellyville, OK",36874
28145950400,"New Albany, MS",36874
48005000700,"Downtown, Lufkin, TX",36874
5019953700,"Amity, AR",36874
6065042617,"Perris, CA",36873
37155960401,"Maxton, NC",36872
8069000504,"Avery Park, Fort Collins, CO",36871
41039001202,"Cottage Grove, OR",36871
20099950800,"Chetopa, KS",36868
12059960300,"Bonifay, FL",36866
40109107605,"Midwest City, OK",36865
13089023802,"Atlanta, GA",36863
21089040502,"Greenup, KY",36860
51775010300,"Salem, VA",36858
26159011400,"Hartford, MI",36856
6001407200,"Fruitvale, Oakland, CA",36854
47133950400,"Hilham, TN",36852
40143008200,"Layman/Van Acre, Tulsa, OK",36851
48275950200,"Munday, TX",36848
48027022101,"Killeen, TX",36847
12133970303,"Chipley, FL",36843
45015020101,"Cross, SC",36843
25011040502,"Orange, MA",36843
12103027315,"Rustic Oaks, Palm Harbor, FL",36842
23003952300,"Monticello, ME",36837
48265960600,"Kerrville, TX",36836
36001012800,"Cohoes, NY",36833
29095001100,"Quality Hill, Kansas City, MO",36832
13063040510,"Riverdale, GA",36827
44007001600,"Silver Lake, Providence, RI",36826
6065044926,"Cathedral City, CA",36824
36057072500,"Fort Plain, NY",36823
48167721700,"Bacliff, TX",36821
48181000400,"Denison, TX",36819
51680000801,"Westend, Lynchburg, VA",36819
17031826800,"Dixmoor, IL",36817
47051960100,"Decherd, TN",36817
37047930600,"Fair Bluff, NC",36815
45009960200,"Bamberg, SC",36815
42069100800,"Scranton, PA",36812
41071030601,"McMinnville, OR",36812
37157041300,"Reidsville, NC",36812
12055960400,"Avon Park, FL",36811
51195930700,"Pound, VA",36809
28049003700,"Jackson, MS",36809
5053470300,"Prattsville, AR",36807
13123080300,"Ellijay, GA",36807
40131050202,"Claremore, OK",36804
28077960100,"Silver Creek, MS",36802
33013032400,"Concord, NH",36802
6073020029,"San Marcos, CA",36800
17031750100,"Morgan Park, Chicago, IL",36800
27137002000,"Observation Hill, Duluth, MN",36798
12057013505,"Greater Palm River Point CDC, Tampa, FL",36798
5123960300,"Palestine, AR",36797
12083002606,"Ocala, FL",36793
13321950600,"Sylvester, GA",36791
12103024804,"West Lealman, Kenneth City, FL",36791
54029021500,"Chester, WV",36790
12063211000,"Grand Ridge, FL",36790
39099813000,"Sebring, OH",36786
36007013800,"Johnson City, NY",36786
6071009500,"Barstow, CA",36781
23031022500,"Parsonsfield, ME",36780
1127020900,"Jasper, AL",36778
47157011800,"Memphis, TN",36777
40097040501,"Locust Grove, OK",36774
48439122700,"West Arlington, Arlington, TX",36773
6085512604,"Gilroy, CA",36770
11001007803,"Lower Central NE, Washington, DC",36770
6039000502,"Madera, CA",36769
32003001710,"Las Vegas, NV",36768
22071003303,"Gentilly, New Orleans, LA",36768
26051000800,"Beaverton, MI",36767
53063000400,"Nevada / Lidgerwood, Spokane, WA",36767
26163588200,"Belleville, MI",36765
17031010400,"Rogers Park, Chicago, IL",36764
17031250200,"Austin, Chicago, IL",36763
5069000301,"White Hall, AR",36763
12105010701,"Southwest Lakeland, Lakeland, FL",36763
48029191408,"North Central, San Antonio, TX",36763
12031015200,"Arlington, Jacksonville, FL",36762
28015950200,"Carrollton, MS",36758
6071000903,"Upland, CA",36756
12127081300,"South Peninsula Historic District, Daytona Beach, FL",36755
24510200600,"Baltimore, MD",36754
54109003100,"Brenton, WV",36752
37191000602,"Seven Springs, NC",36750
12131950102,"DeFuniak Springs, FL",36748
26119910100,"Hillman, MI",36748
42115032902,"Forest City, PA",36744
47093004615,"Knoxville, TN",36743
40067371600,"Ringling, OK",36742
48423001700,"Tyler, TX",36742
55013970800,"Siren, WI",36742
28087000403,"Columbus, MS",36740
49021110100,"Parowan, UT",36740
25025100200,"Franklin Field South, Boston, MA",36740
39049000600,"Old North Columbus, Columbus, OH",36737
21089040600,"South Shore, KY",36737
26099241000,"Clinton Township, MI",36736
55085971400,"Rhinelander, WI",36734
13059130300,"Athens, GA",36732
32003004100,"North Las Vegas, NV",36732
45059921002,"Cross Hill, SC",36729
32003002962,"Las Vegas, NV",36725
12095017703,"Apopka, FL",36725
32003005905,"Mesquite, NV",36725
54025950100,"White Sulphur Springs, WV",36725
37113970100,"Franklin, NC",36725
21031930200,"Morgantown, KY",36725
29510119101,"Central West End, St. Louis, MO",36725
34013011900,"Irvington, NJ",36725
36029009200,"Buffalo, NY",36725
13121010510,"Union City, GA",36722
13233010300,"Cedartown, GA",36719
6037190301,"Central LA, Los Angeles, CA",36718
4013104000,"North Mountain Village, Phoenix, AZ",36718
24005430300,"Lansdowne - Baltimore Highlands, Halethorpe, MD",36718
17031834000,"Princeton Park, Chicago, IL",36716
32003003423,"Las Vegas, NV",36714
29189210100,"St. Louis, MO",36709
38085940800,"Solen, ND",36708
48453002004,"South Lamar, Austin, TX",36708
39049008330,"Hilltop, Columbus, OH",36708
12019031400,"Green Cove Springs, FL",36704
6037531702,"South Montebello, East Los Angeles, CA",36703
13117130105,"Cumming, GA",36700
37051003500,"Pine Forest, Spring Lake, NC",36699
46065977900,"Pierre, SD",36696
28155950200,"Eupora, MS",36695
6059110500,"Buena Park, CA",36693
51131930100,"Exmore, VA",36692
22017021200,"Highland, Stoner Hill, Shreveport, LA",36691
54051020601,"McMechen, WV",36690
53033030313,"Federal Way, WA",36690
13019970300,"Nashville, GA",36689
26049003500,"Flint, MI",36688
47059090800,"Greeneville, TN",36685
28099940100,"Philadelphia, MS",36684
40113940001,"Hominy, OK",36684
12105014802,"Mulberry, FL",36680
42005951800,"Leechburg, PA",36680
47077975500,"Reagan, TN",36677
35009000301,"Clovis, NM",36677
42007602100,"Rochester, PA",36676
41061970800,"La Grande, OR",36674
21101020500,"Henderson, KY",36672
22087030203,"Chalmette, LA",36669
31109002100,"South Salt Creek, Lincoln, NE",36668
20209042200,"Kensington, Kansas City, KS",36667
6045010200,"Laytonville, CA",36665
55099970200,"Park Falls, WI",36662
6001401300,"Pill Hill, Oakland, CA",36660
18097390600,"Lawrence, IN",36660
26129950500,"West Branch, MI",36658
37085070401,"Coats, NC",36657
13247060308,"Conyers, GA",36653
42003111300,"East Liberty, Pittsburgh, PA",36652
12085000501,"Jensen Beach, FL",36651
20205097300,"Fredonia, KS",36651
22037951300,"Clinton, LA",36650
12086000202,"North Miami Beach, FL",36645
12086009100,"Miami, FL",36644
21183920300,"Hartford, KY",36643
45057010800,"Lancaster, SC",36638
35061971100,"Belen, NM",36638
34023005601,"New Brunswick, NJ",36635
1017954600,"Valley, AL",36635
12053040601,"Brooksville, FL",36632
36047012200,"Kings County, NY",36627
4015952700,"Lake Havasu City, AZ",36627
17143004400,"West Peoria, IL",36627
42029305400,"Coatesville, PA",36621
48027022401,"Killeen, TX",36618
39151714100,"Massillon, OH",36618
51111930100,"Victoria, VA",36618
1071950500,"Woodville, AL",36613
12086010001,"Miami Gardens, FL",36613
4013082209,"Cashion Park, Avondale, AZ",36613
18003002200,"Westfield, Fort Wayne, IN",36612
1049961400,"Valley Head, AL",36610
12069030104,"Altoona, FL",36609
40089098400,"Valliant, OK",36608
47099960401,"Lawrenceburg, TN",36606
6047000602,"Atwater, CA",36605
41039000904,"Veneta, OR",36605
48497150500,"Bridgeport, TX",36604
26163507400,"Highland Park, MI",36603
31109002900,"Lincoln, NE",36601
36029014502,"Depew, NY",36599
48385950100,"Leakey, TX",36597
9009125200,"Ansonia, CT",36596
28033070412,"West End, Southaven, MS",36595
21115960600,"Van Lear, KY",36594
48439111103,"Forest Hill, TX",36592
48321730201,"Bay City, TX",36586
39085204302,"Painesville, OH",36582
29213480302,"Kirbyville, MO",36581
29095011200,"Independence, MO",36581
45035010100,"Saint George, SC",36578
13185010101,"Valdosta, GA",36575
48135002000,"Odessa, TX",36572
36029010902,"Buffalo, NY",36571
21067003504,"Lexington, KY",36570
4009961300,"Safford, AZ",36570
48343950300,"Daingerfield, TX",36570
45045002504,"Greer, SC",36570
51700031300,"South Newport News, Newport News, VA",36568
39113070400,"Trotwood, OH",36568
37119004304,"Westchester, Charlotte, NC",36568
6037131010,"Reseda, Los Angeles, CA",36568
27021940002,"Cass Lake, MN",36566
26149040200,"Three Rivers, MI",36566
31055007312,"North Central Omaha, Omaha, NE",36564
55039040300,"Fond du Lac, WI",36562
22109001300,"Houma, LA",36560
9001257200,"Brooklawn - St. Vincent, Bridgeport, CT",36558
17201003400,"Rockford, IL",36557
4012020501,"Salome, AZ",36556
42013100300,"Altoona, PA",36553
38033962900,"Beach, ND",36553
42003494000,"Elizabeth, PA",36553
17031301702,"Little Village, Chicago, IL",36552
48133950300,"Cisco, TX",36552
22057020100,"Thibodaux, LA",36551
42051260500,"Normalville, PA",36551
54059957400,"Williamson, WV",36550
47125101307,"Clarksville, TN",36550
48129950200,"Clarendon, TX",36550
13297110300,"Monroe, GA",36548
26035000600,"Clare, MI",36547
47097050506,"Ripley, TN",36547
12105015401,"Lake Wales, FL",36546
28085950400,"Bogue Chitto, MS",36541
19053960300,"Leon, IA",36539
4019004116,"Tucson, AZ",36539
13281960300,"Hiawassee, GA",36539
37133000800,"Jacksonville, NC",36539
42003561700,"Pittsburgh, PA",36539
54013962700,"Arnoldsburg, WV",36539
39113002600,"Linden Heights, Dayton, OH",36537
45079010413,"Columbia, SC",36536
6067007406,"Larchmont Village, North Highlands, CA",36534
19033950402,"Mason City, IA",36534
48203020501,"Marshall, TX",36531
12005002300,"Panama City, FL",36531
4013104224,"Glendale, AZ",36530
47065010902,"Mountain Creek, Signal Mountain, TN",36528
37191000901,"Goldsboro, NC",36527
42067070201,"East Waterford, PA",36524
34013012200,"Irvington, NJ",36523
36081085500,"Queens County, NY",36519
41051004900,"Northwest District, Portland, OR",36518
17161021000,"East Moline, IL",36518
25025981100,"Wellington Hill, Boston, MA",36518
25023510503,"Brockton, MA",36516
13063040408,"Morrow, GA",36514
4013109603,"Maryvale Village, Phoenix, AZ",36514
1031010200,"Jack, AL",36513
41011000900,"Coquille, OR",36513
40091779900,"Checotah, OK",36510
45083022500,"Campobello, SC",36509
18155965700,"Rising Sun, IN",36509
16059970100,"Salmon, ID",36508
1079979900,"Mount Hope, AL",36503
32023960401,"Pahrump, NV",36498
24510080301,"Berea, Baltimore, MD",36498
21085950600,"Caneyville, KY",36498
47147080401,"Springfield, TN",36497
55079009200,"Uptown, Milwaukee, WI",36497
27015960102,"New Ulm, MN",36493
36031961300,"Schroon Lake, NY",36493
53057940500,"Anacortes, WA",36490
25023510800,"Brockton, MA",36490
22119031500,"Doyline, LA",36489
12071001910,"Fort Myers, FL",36489
37119001701,"Commonwealth Park, Charlotte, NC",36489
55063001102,"La Crosse, WI",36489
26125175300,"Hazel Park, MI",36486
18105000904,"Bloomington, IN",36484
37191000200,"Fremont, NC",36484
6037203200,"Boyle Heights, Los Angeles, CA",36484
45045004101,"Marietta, Slater-Marietta, SC",36484
4013040507,"Sun City West Commercial Core, Sun City West, AZ",36483
13295020800,"Chickamauga, GA",36480
6037602506,"Hawthorne, CA",36479
6071005300,"San Bernardino, CA",36479
17031480200,"South Side, Chicago, IL",36478
34029731205,"Holiday City South, Toms River, NJ",36477
47065003400,"Chattanooga, TN",36477
1067030100,"Abbeville, AL",36475
47015960100,"Woodbury, TN",36474
4027010913,"Yuma, AZ",36472
19009070200,"Audubon, IA",36472
29039870100,"Stockton, MO",36467
21095970100,"Lynch, KY",36467
12105015801,"Frostproof, FL",36465
32003005438,"Valley View, Henderson, NV",36465
2180000100,"Nome, AK",36461
40105172400,"Nowata, OK",36461
36047082000,"Kings County, NY",36461
53063012000,"Spokane Valley, WA",36460
12031013521,"Duclay, Jacksonville, FL",36456
42035030100,"Renovo, PA",36450
13089020600,"Edgewood, Atlanta, GA",36448
6037462001,"North Central, Pasadena, CA",36447
26091061400,"Adrian, MI",36445
12071040109,"Westminister, Lehigh Acres, FL",36443
47105060202,"Lenoir City, TN",36443
48029151100,"Harlandale, San Antonio, TX",36443
25011040501,"Orange, Orange, MA",36442
17157950600,"Sparta, IL",36442
13087970800,"Attapulgus, GA",36440
21151010600,"Richmond, KY",36437
48183001200,"Longview, TX",36437
12057011615,"Bay West Mobile, Tampa, FL",36435
42013011600,"Claysburg, PA",36435
55135101100,"Clintonville, WI",36434
18177001000,"Richmond, IN",36432
47131965400,"Troy, TN",36431
9007541700,"Middletown, CT",36431
36047058000,"Kings County, NY",36430
1081041300,"Opelika, AL",36425
13173950100,"Stockton, GA",36424
24043000500,"Hagerstown, MD",36423
29007950100,"Vandalia, MO",36416
51730810300,"Petersburg, VA",36416
48121020503,"Denton, TX",36416
12083001003,"Dunnellon, FL",36416
4013110502,"Encanto Village, Phoenix, AZ",36416
9001073100,"North Bridgeport, Bridgeport, CT",36405
21047201502,"Fort Campbell North, Fort Campbell, KY",36404
12069030307,"Leesburg, FL",36402
48279950500,"Littlefield, TX",36402
25017310300,"Centralville, Lowell, MA",36402
25009210800,"Peabody, MA",36401
42017100304,"Levittown, PA",36401
48201221300,"North Houston, Houston, TX",36399
18003010821,"Glenwood Park, Fort Wayne, IN",36397
34007601101,"Dudley, Camden, NJ",36397
42017100104,"Northeast Philadelphia, Philadelphia, PA",36394
12099005000,"Lake Worth, FL",36394
6065045501,"Indio, CA",36393
40109108301,"McCourry Heights, Oklahoma City, OK",36391
53011042300,"Hough, Vancouver, WA",36388
26129950600,"West Branch, MI",36388
26101000100,"Thompsonville, MI",36388
21111011405,"Newburg, Louisville, KY",36387
6103000600,"Red Bluff, CA",36387
37171930101,"Mount Airy, NC",36386
28027950200,"Clarksdale, MS",36383
51089010700,"Ridgeway, VA",36381
4027000402,"West Crane, Yuma, AZ",36377
6037553802,"Paramount, CA",36374
12105011732,"Lakeland, FL",36374
47039955001,"Parsons, TN",36374
51173030500,"Sugar Grove, VA",36374
36055013902,"Rochester, NY",36372
6077004302,"Lodi, CA",36369
12031015922,"Royal Lakes, Jacksonville, FL",36368
48113002400,"Dallas, TX",36368
22017025100,"Mira, LA",36368
28099010700,"Philadelphia, MS",36366
8059011401,"Edgewood, Lakewood, CO",36364
37195000400,"Wilson, NC",36362
12061050604,"Vero Beach, FL",36362
17031691300,"South Side, Chicago, IL",36359
12103028401,"Gulfport, FL",36359
20125950200,"Cherryvale, KS",36356
6019005608,"Clovis, CA",36355
47057500300,"Rutledge, TN",36353
40019893100,"Ardmore, OK",36348
17091012500,"Kankakee, IL",36347
18097340400,"Eagledale, Indianapolis, IN",36344
46071941200,"Wanblee, SD",36342
29225470202,"Marshfield, MO",36340
2020000600,"Mountain View, Anchorage, AK",36339
20173006000,"South City, Wichita, KS",36339
1115040401,"Ashville, AL",36339
39023001400,"Cape Cod, Springfield, OH",36336
6083000900,"Laguna, Santa Barbara, CA",36336
39035103100,"Detroit - Shoreway, Cleveland, OH",36334
40143007642,"Kensington, Tulsa, OK",36334
12101031012,"Port Richey, FL",36333
36047045600,"Kings County, NY",36328
49005000502,"Logan, UT",36328
55009001000,"Green Bay, WI",36328
48439113514,"Euless, TX",36328
6037533106,"Huntington Park, CA",36328
12071040311,"Alabama, Lehigh Acres, FL",36325
45025950501,"Cheraw, SC",36318
4019002704,,36317
28049011002,"Woodville Heights, Jackson, MS",36315
48029191409,"North Central, San Antonio, TX",36313
42017100700,"Bristol, PA",36309
12086014600,"Miami, FL",36307
12061050904,"Fellsmere, FL",36304
18097381001,"Perry Township, Indianapolis, IN",36303
13247060305,"Conyers, GA",36303
4013112509,"Maryvale Village, Phoenix, AZ",36302
36061021303,"Upper Manhattan, New York, NY",36301
16001001700,"Vistas, Boise, ID",36300
12097041100,"Kissimmee, FL",36298
28061950300,"Stringer, MS",36297
36005018102,"Bronx County, NY",36297
48107950100,"Crosbyton, TX",36296
6037240800,"South Los Angeles, Los Angeles, CA",36292
25005640600,"Fall River, MA",36292
6095252605,"Fairfield, CA",36292
26125141400,"Pontiac, MI",36292
12121970302,"Live Oak, FL",36292
48303001803,"Lubbock, TX",36290
12023110300,"Lake City, FL",36283
48439105800,"North Greenbriar, Fort Worth, TX",36280
53033026500,"Highline, Seattle, WA",36275
47157009700,"Colonial Acres, Memphis, TN",36273
46099000500,"Sioux Falls, SD",36271
6099002503,"Ceres, CA",36268
47157009800,"Memphis, TN",36267
6037277400,"Los Angeles, CA",36266
29207470100,"Advance, MO",36266
13039010601,"Saint Marys, GA",36264
4013813800,"Sunbird Golf Resort, Chandler, AZ",36264
28079040400,"Walnut Grove, MS",36262
48141000109,"Northeast El Paso, El Paso, TX",36262
36047040600,"Kings County, NY",36262
12099005204,"Lake Worth, FL",36257
22071000605,"Algiers, New Orleans, LA",36256
1069040301,"Dothan, AL",36256
18045957700,"Attica, IN",36255
26121003200,"Wolf Lake, Muskegon, MI",36254
